No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
174;Alo Ika Alko terimakasih sudah bertanya kepada Alodokter Pertumbuhan dan perkembangan anak tentu menjadi perhatian semua orang tua , diamana semakin bertambah usia diharapkan pertumb han dan perkembnagan anak ini semakin bertambah. Perkembangan anak yaitu termasuk juga berbicara dan berkomunikasi. Idealnya perkembangana nak 2 tahun sudahdapat berbicara dengan menggabungkan 2-3 kata dan kosa kata meningkat menjadi sekitar 50-300 kata. Dengan yang jimlah bervariasi ini, biasanya dengan kosa kata yang makin banyak, anak mulai bisa berkomunikasi tentang kebutuhanannya. Misalnya ketika anak sedang haus, lapar, atau ingin ke toilet. Selain itu anak juga bisa mulai membuka bajunya sendiri, mengetahui nama anggota keluarga yang sedang dekat dengannya, dan sudah mulai mengetahui nama bagian tubuhnya. Dan saat usia 2-5 tahun merupakan usia diamana perkembangan anak bertambah pesat. Sebenanrnya kemampuan berbicara anak ini sangat bervariasi. Berikut patokan kemampuan bicara anak pada usia tersebut : Usia 24 bulan atau 2 tahun, anaksudah bisa mengucapkan setidaknya 50 kata dan berkomunikasi memakai dua kosa kata seperti \mau susu\, Usia 3-5 tahun, kosakata yang dimiliki anak pada usia tersebut akan berkembang cepat. Mereka juga sudah bisa memahami perintah yang lebih panjang seperti, “Ayo, cuci kaki dan sikat gigi” atau “Buka sepatunya lalu ganti baju”. Jika anak Anda aberusia 2 tahun sudah bisa berkata-kata sesai dengan patokan tersebut Anda tidak pelru terlalu khawatir.Anda bisa berkonsultasi ke dokter spesialis anak jika anak terlambat bicara atau tidak sesuai patokan dasar yang telah disebutkan di atas. Selain itu Anda bisa menstimulasi perkembangan bicaranaya dengan melakukan hal-hal berikut : Mengikuti ucapan anak, ketika anak mulai berbicara meskipun tidak jelas coba untuk meresponnya dengan mengulangi kata-kata si bayi tersebut. Meski Anda tidak mengerti apa maksudnya, Anda bisa mengulangi perkataannya sesuai yang Anda tangkap. Lalu bertanya kepadanya apa maksud dari kata-kata tersebut. Bebicara sambil bergerak, misalnya Saat berbicara dengan bayi, Anda harus aktif bergerak dan ekspresif. Puji perkembangannya, setiap anak yang memperlihatkan kemajuan meskipun kecil perlu orang tua puji Membuat narasi, misalnya saat memakaikan baju pada anak Anda bisa berbicara, “Hari ini pakai baju motif bunga-bunga agar kamu terlihat cantik” sambil memperlihatkan baju kepada Si Kecil. Hal ini dapat membantu bayi memahami objek tertentu melalui perkataan Anda. Terapkan hal ini setiap Anda melakukan aktivitas sehari bersama si kecil Lebih lanjut mengenai :  Perkembangan Anak Usia 2 tahun Sekian jawaban dari kami, semoga bermanfaat;1;0;1;0;1;1;;;;;;;;;;;;;;;;;
175;Alo!  Terimakasih telah menggunakan layanan konsultasi Alodokter.   Kami membutuhkan informasi lebih lengkap mengenai berapa suhu badan anda saat dirasakan panas dan apakah terdapat keluhan lainnya.   Demam merupakan reaksi tubuh untuk melawan kuman penyakit. Demam seringkali disebabkan oleh infeksi virus, bakteri, jamur maupun golongan parasit lainnya. Demam merupakan kondisi yang sebenarnya baik dan bersifat protektif bagi tubuh, karena saat demam itulah sistem imun sedang dalam proses menyingkirkan kuman penyakit didalam tubuh.  Untuk mengetahui apakah panas dibadan merupakan demam, sebaiknya Ukurlah suhu badan anda di area ketiak dengan termometer suhu tubuh. Tidak direkomendasikan untuk mengukur suhu tubuh dengan tangan, karena tangan bukanlah suatu alat ukur suhu yang baik. Normalnya suhu tubuh berkisar antara 36,5 hingga 37,5 derajat Celcius. Tubuh dikatakan demam jika suhu badan diatas 37,5 derajat celcius.  Saat tubuh mengalami kenaikan suhu, proses metabolisme tubuh juga akan meningkat. Akibat peran kerja sistem saraf terhadap respon dari metabolisme yang di lakukan, produksi keringat umumnya meningkat. Bila anda merasa panas/demam, lakukanlah istirahat, memperbanya konsumsi cairan, mengkonsumsi makanan bergizi, menghindari kelelahan dan mengkonsumsi pereda demam seperti Paracetamol.   Apabila gejala semakin memberat, kami sarankan agar anda melakukan pemeriksaan secara langsung ke dokter terdekat untuk mendapatkan pemeriksaan dan pemberian tatalaksana lebih lanjut.  Demikian informasi yang dapat kami sampaikan, semoga membantu;1;1;1;1;1;0;;;;;;;;;;;;;;;;;
176;Terima kasih telah bertanya di Alodokter.comBintil pada vagina dan terasa nyeri disebabkan oleh beberapa hal berikut :1. Folikulitis (radang saluran akar rambut kemaluan)2. Kutil kelamin3. Infeksi virus herpes4. Abses (kumpulan nanah di bawah kulit)5. Skabies / kudis Untuk memastikan penyebab dari keluhan anda, sebaiknya segera konsultasikan dengan dokter atau dokter spesialis kulit dan kelamin agar dapat dilakukan penanganan segera. Dokter akan melakukan wawancara, pemeriksaan fisik dan pemeriksaan penunjang seperti apusan vagina dll. Hal ini bertujuan agar dokter dapat memberikan terapi yang tepat dan akurat.Berikut yang dapat membantu mengurangi ketidaknyamanan anda :1. Jaga kebersihan organ intim (membasuh dari depan ke belakang)2. Hindari penggunaan handuk ataupun celana dalam secara bersama-sama3. Hindari memencet atau menggaruk benjolan4. Hindari bahan pembersih kewanitaan atau pengharum vagina5. Minum air minimal 8 gelas per hari6. Istirahat yang cukup7. Ganti celana dalam dengan bahan katun minimal 2 kali sehari8. Hindari berganti-ganti pasangan seksual.Semoga bermanfaat, dr. Previyanti;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
177;Evelyn yang baik, tangan yang kebas atau kesemutan secara medis dikenal dengan paresthesia. Kondisi kesemutan in setidaknya mengindikasikan masalah pada persarafan yang bisa disebabkan oleh beberapa faktor. Adapun beberapa faktor tersebut meliputi : Carpal Tunnel Syndrome  dimana terowongan karpal mengalami pembengkakan sehingga menjepit persarafan serta pembuluh darah yang ada arthritis atau peradangan sendi juga bisa menimbulkan masalah serupa penyakit metabolik seperti diabetes juga bisa menyebabkan gangguan saraf gangguan saraf lainnya seperti multipel sklerosis, tumor otak, stroke Untuk mencari tahu penyebab pasti dari kondisi yang dialami tante Anda, penting untuk dilakukan pemeriksaan secara langsung oleh dokter saraf. Mandi air hangat dapat membantu melemaskan otot dan diharapkan bisa membantu mengurangi tekanan sekitar saraf tangan. Berikut kami lampirkan artikel mengenai  tangan kesemutan . Semoga bermanfaat.   dr. N. K. Arief;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
178;Dear Konie, Nyeri pada area lutut bisa disebabkan oleh: cedera otot, tulang rawan, ligamen, sendi osteoarthritis penyakit asam urat tendinitis infeksi pendarahan sendi Konsultasikan dengan dokter spesialis orthopedi (tulang). Dokter akan menelusuri gejala dan melakukan pemeriksaan fisik. Tes penunjang seperti tes darah, foto rontgen, CT Scan, MRI dapat dokter anjurkan. Penanganan yang sesuai akan dokter berikan. Anjuran yang bisa Anda lakukan: jangan melakukan aktivitas fisik berlebihan hindari olahraga yang melibatkan benturan fisik hindari menekan atau mengurut bagian yang sakit jangan mengangkat barang yang berat kompres dingin bagian yang sakit lutut yang sakit perlu diistirahatkan lebih sering agar pemulihan lebih cepat Artikel yang bisa Anda baca: Sakit lutut Semoga bermanfaat, dr. Rony W.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
179;Alo Ria, Terimakasih atas pertanyaan anda di Alodokter. Kista di dalam kandungan atau di sebut juga kista ovarium merupakan kondisi dimana terdapat kantung berisi cairan di ovarium atau indung telur. Kista ovarium pada umumnya banyak di derita oleh wanita yang masih mengalami siklus menstruasi ataupun yang menopause. Penyebab paling sering yang menyebabkan kista adalah masalah hormonal kehamilan infeksi radang panggul Disebutkan bahwa anda mengalami kista setelah melahirkan, yang dimana salah satu penyebab terjadinya kista adalah kehamilan. Pada umunya saat hamil trimester pertama, kista akan muncul yang berfungsi untuk membantu perkembangan janian hingga cairan amnion terbentuk. Namun kista ini pada akhir kehamilan akan menghilang. Hanya beberapa orang yang dimana kista tidak ikut luruh atau menghilang saat proses melahirkan. Saran saya, apabila kista sudah membesar, konsultasikan keadaan anda dengan dokter kandungan. Agar tidak terjadi keterlambatan penanganan. Semoga Bermanfaat. Sehat Selalu ??;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
180;Terima kasih Sulfiana Efy atas pertanyaannya.Tumor payudara merupakan benjolan yang terdapat pada payudara. Benjolan ini bisa bersifat jinak ataupun ganas tergantung dari hasil pemeriksaan laboratorium.Beberapa benjolan yang bersifat jinak adalah:1. Fibroadenoma mammae (FAM)2. Kista3. Papiloma intraduktal4. dan lain-lainDokter selalu memberikan obat yang telah terbukti secara klinis bermanfaat untuk pasien. Obat yang diberikan oleh dokter sudah melalui berbagai tahapan penelitian, mulai dari uji pada laboratorium, bila dinyatakan aman baru diuji pada hewan. Bila lolos uji pada hewan, maka obat tersebut baru akan diujikan ke sejumlah kecil manusia. Bila masih aman dan terbukti efektif, barulah obat tersebut diberikan pada manusia dalam jumlah yang lebih banyak. Bahkan, setelah pemasaran, obat tersebut masih terus berada dalam pengawasan.Obat herbal tidak mempunyai bukti ilmiah bermanfaat (jangan tergiur dengan iklan-iklan yang kebenarannya tidak dapat dipertanggung jawabkan). Selain itu, kandungan dalam obat herbal pun tidak diketahui sehingga selain efektivitasnya yang tidak diketahui, efek sampingnya pun tidak diketahui.Beberapa obat herbal yang memang sudah terbukti berkhasiat:1. Bawang putih dapat MEMBANTU menurnkan tekanan darah dan sedikit memiliki efek antibiotik2. Angkak dapat MEMBANTU menurunkan kadar kolesterol3. dan lain-lainSaya tulis di atas \membantu\ yang berarti harus tetap mengkonsumsi obat dari dokter.Penggunaan obat herbal seringkali membuat pasien tidak mengkonsumsi obat dari dokter dan menyebabkan penyakit bertambah parah.Sebaiknya Anda SEGERA memeriksakan diri Anda ke dokter spesialis bedah untuk mendapatkan pemeriksaan terhadap benjolan yang ada.Anda juga dapat membaca artikel terkait: Tumor payudara belum tentu kanker Cara aman konsumsi obat herbal Demikian jawaban dari saya, semoga membantuAndika Surya;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
181;Halo Ifan,Rasa gatal pada puting payudara akan membuat tidak nyaman. Gatal pada puting dapat disebabkan oleh berbagai macam faktor seperti:   Eksim   Kehamilan   Menyusui   Olah raga   Kanker payudara Rasa gatal pada puting payudara dapat diperparah jika area tersebut bersentuhan dengan parfum, sabun, serta baju yang terbuat dari wool dan serat buatan. Rasa gatal pada puting payudara dapat membuat wanita ingin menggaruknya sehingga bisa menimbulkan iritasi yang nyeri di puting payudara.Kehamilan bisa memperngaruhi payudara diantaranya membuat payudara membesar dan gatal. Timbulnya luka berair pada puting yang gatal kemungkinan disebabkan karena ada infeksi sekunder. Ada kemungkinan karena puting gatal lalu istri anda menggaruknya hingga iritasi dan timbul infeksi sekunder. Infeksi sekunder biasanya disebabkan oleh bakteri. Apabila telah terjadi infeksi sekunder diperlukan antibiotik dan perawatan luka yang baik. Namun untuk lebih memastikan sebaiknya istri anda memeriksakan diri ke dokter agar dapat dilakukan pemeriksaan lebih lanjut sehingga istri anda bisa diberikan penanganan dan obat yang aman bagi ibu hamil.Untuk membantu meringankan keluhan, istri anda bisa melakukan beberapa langkah berikut ini:   Jaga kelembapan alami kulit   Gunakan krim khusus payudara   Gunakan petrolleum jelly atau plester medis pada puting   Gunakan bra yang nyaman, ukuran sesuai, dan bahan yang menyerap cairan   Ganti bra apabila basah olah cairan luka   Bersihkan cairan luka   Hindari menggaruk puting yang gatal Berikut informasi yang dapat anda baca untuk menambah wawasan: Puting payudara gatal Terimakasih dan semoga membantu,dr. Devika Y;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
182;"Halo,Badan sulit atau tidak dapat digerakkan saat bangun tidur merupakan hal yang perlu diperhatikan dan diperiksa langsung ke dokter atau rumah sakit untuk menentukan penyebab dan rencana pengobatan yang sesuai. Beberapa kondisi yang dapat menyebabkan badan sulit bergerak adalah;   Sleep paralisis , adalah kondisi saat seseorang bangun namun tidak dapat bergerak atau berbicara selama beberapa detik atau menit. Pada kondisi ini, otak Anda sudah terbangun namun tubuh belum berfungsi sepenuhnya akibat fase REM (Rapid Eye Movement) saat tidur lelap menyebabkan tubuh terkunci selama beberapa detik. Pada umumnya akan menghilang sendiri tetapi membutuhkan penanganan untuk mencegah tidak terjadi di kemudian hari.   Penyakit GBS ( Guillain Barre Syndrome )   Hipokalemia , yaitu kondisi kadar kalium darah dibawah normal   Radang pada sendi   Stroke   dan lain sebagainya Untuk menentukan diagnosa, dokter perlu melakukan wawancara medis lengkap, pemeriksaan fisik langsung, dan pemeriksaan penunjang yang diperlukan seperti tes darah, rontgen, USG, CT scan atau EMG. Beberapa tips yang dapat dilakukan di rumah:   Istirahat yang cukup minimal 8 jam setiap harinya   Mengubah posisi selama tidur (miring kanan atau kiri)   Konsumsi makanan yang sehat dan bergizi, perbanyak minum air   Melakukan olahraga secara teratur Semoga membantu,dr. Theresia\u0026lt;p style=\border: 0px; font-family: museosans300, sans-serif; margin: 0px 0px 20px; outline: 0px; padding: 0px; vertical-align: baseline; word-wrap: break-word; line-height: 23px; color: #000000;\\u0026gt;\u0026lt;/p\u0026gt;";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
183;Alo Aswin, Terima kasih atas pertanyaannya. Gigi berlubang merupakan masalah yang sering muncul pada gigi dan hal ini biasanya disebabkan oleh faktor sering mengonsumsi makanan manis, penumpukan bakteri, dan kebersihan mulut yang tidak terjaga sehingga plak yang menumpuk akan diubah oleh bakteri menjadi asam yang dapat mengikis gigi dan mempengaruhi struktur di sekitarnya. Biasanya gigi berlubang akan menimbulkan gejala seperti nyeri, dan apabila dibiarkan begitu saja akan menimbulkan komplikasi seperti infeksi. Biasanya dokter gigi akan melakukan penanganan pada gigi berlubang tergantung dari kondisinya, seperti dengan tambal gigi, kurung gigi, perawatan saluran akar gigi, ataupun cabut gigi, termasuk menggunakan alat-alat seperti bor gigi. Dalam maraknya wabah covid-19 sekarang ini, kunjungan ke puskesmas dan rumah sakit kecuali pada kondisi gawat darurat memang tidak dianjurkan. Terutama dengan penggunaan alat-alat kedokteran yang melibatkan bagian mulut, karena infeksi covid-19 ditularkan melalui droplet atau percikan yang keluar dari saluran napas, seperti air ludah, batuk, dan bersin, di mana penggunaan alat kedokteran gigi seperti bor dapat memudahkan penularan tersebut. Oleh karena itu, kemungkinan besar semua praktek dokter gigi tidak menggunakan alat kedokteran gigi seperti bor untuk sementara, namun tidak ada salahnya untuk Anda memastikannya dengan menghubungi praktek dokter gigi yang Anda akan kunjungi. Namun untuk sementara ini, pemberian mefenamic acid atau asam mefenamat mampu meredakan peradangan pada gigi berlubang termasuk nyeri yang dirasakan. Semoga informasi ini dapat membantu. Salam.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
184;Hai Yoel. Kondisi yang anda alami dapat disebabkan oleh  1. Infeksi jamur ( tinea cruris ) terutama jika sering terpapar suasana lembab  2. Infeksi bakteri tertentu terutama jika igienitas di daerah penis kurang baik  3.  Dermatitis kontak 4.  Alergi  5.  penyakit menular seksual Konsultasikan dengan dokter mengenai kondisi yang anda alami. Pemeriksaan fisik dapat membantu menilai penyebab. Gunakan bahan celana dalam yang menyerap keringat, jaga higienitas tubuh terutama daerah kelamin, gunakan celana yang menyerap keringat, dan segera ganti celana jika sudah lembab adalah hal yang bisa membantu. Hindari melakukan seks di luar nikah ataupun seks bebas. Pengobatan tergantung dengan penyebab seperti menggunakan obat jamur jika disebabkan oleh jamur, dan antibiotik jika memang disebabkan oleh bakteri. Diskusikan lebih lanjut dengan dokter. Semoga bermanfaat dan terima kasih. Salam, dr ALyssa;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
185;Hai Faisol Gejala dari penyakit asam lambung atau maag, antara lain: Nyeri uluhati/perut bagian tengah atau kiri atas Kembung Mual dan muntah Sesak napas Tenggorokan terasa tidak enak Nyeri dada. Terdapat berbagai macam obat untuk sakit maag. Beberapa diantaranya yang cukup sering diberikan oleh dokter adalah: Penetral asam lambung seperti  antasida . Penurun kadar asam lambung seperti  ranitidin  atau  omeprazole . Pelindung dinding lambung seperti  sukralfat . Jika dicurigai adanya infeksi dapat diberikan antibiotik sesusai indikasi. Dari obat-obatan penyakit asam lambung yang diberikan, umumnya tidak memberikan efek samping gangguan ereksi pada pria, namun untuk memastikannya perlu mengetahui pasti jenis obat yang diberikan. Sebaiknya Anda konsultasikan dengan dokter yang memberikan obat tersebut.  Ejakulasi dini atau disfungsi ereksi adalah tidak dapatnya mempertahankan ereksi sebelum orgasme atau mencapai kepuasan seksual.  Penyebab tersering dari ejakulasi dini adalah lebih pada faktor psikologis, misal tegang, cemas, gangguan tidur, dan depresi. Faktor penyebab lainnya adalah: Penyakit tertentu misal  diabetes melitus (kencing manis) , penyumbatan pembuluh darah, gangguan persarafan,  stroke , gangguan hormon, dsb. Efek samping obat-obatan tertentu. Dan lainnya. Berikut informasinya:   Melacak penyebab gangguan ereksi.   Semoga membantu ya. Terima kasih.  dr.Yan william;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
186;Hai Zand17, Keluhan mata merah pada dasarnya dapat diakibatkan oleh beberapa kemungkinan penyebab seperti: Iritasi mata (misalnya akibat paparan debu atau asap, terkena sabun atau shampo, pemakaian lensa kontak) Masuknya benda asing ke mata Mata lelah Mata kering Alergi  (terhadap debu tungau, jamur, serbuk sari, bulu binatang) Konjungtivitis  (peradangan di konjungtiva/lapisan jaringan tipis yang menutupi bola mata) Keratitis  (peradangan pada kornea mata) Infeksi virus atau jamur Cedera atau luka pada mata Cendo asthenof yang Anda gunakan merupakan obat tetes mata yang mengandung zat aktif vitamin A dan oxymethazolin yang berfungsi untuk meredakan peradangan dan kemerahan pada mata. Obat ini harus digunakan dengan resep dokter, sehingga sebaiknya Anda tidak menggunakannya sendiri terlebih dalam jangka panjang tanpa petunjuk dokter. Untuk mengatasi masalah mata merah yang Anda alami ada baiknya Anda menemui dokter spesialis mata agar dapat diperiksa lebih lanjut untuk menelusuri penyebabnya. Dokter akan melakukan pemeriksaan fisik dengan menggunakan slit lamp untuk menilai kondisi mata Anda dan mencari tahu penyebab mata merah yang terjadi. Dengan demikian maka penanganan yang tepat dapat diberikan bagi Anda sesuai dengan kondisi dasarnya. Berikut ini anjuran bagi Anda: Menjaga kebersihan mata  Kompres hangat atau dingin pada mata dapat membantu meredakan peradangan mata  Istirahatkan mata secara berkala terutama jika sering bekerja di depan komputer atau membaca dalam jangka waktu lama  Hindari menggosok atau mengucek mata Menghindari paparan debu, asap, polusi udara, debu tungau, serbuk sari ataupun jamur Kenakan kacamata pelindung saat bepergian ke luar rumah, terutama saat berkendara  Artikel berikut ini memuat informasi yang terkait: Penyebab mata merah Demikian semoga bermanfaat. dr. Muliani Sukiman;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
